"FUND_NO","NAME","SNAME","FUND_TYPE","MAX_SHARE","INCEPTION_DATE","CUSTODIAN","CO_NO","TERM_NO","ID","PAY_DAY","IS_PERIODIC","FORMULA_RED_FEE","PREV_DATE","AC_DATE","VISA_DATE","LAST_CER_NO","LAST_S_STAT_NO","LAST_P_STAT_NO","IS_POSTED","FIRST_RED_DATE","MF_RATE","IS_EC","IS_VC","BEHIND_DAYS","IS_CCC","IS_SSS","ORDINAL","ENAME","SSNAME","CUSTODIAN_RECIPIENT","CUSTODIAN_FAX","MIN_AMOUNT","MAX_CHANGE","TAX_NO","MEDIA_NO","VAT","CTCB_FUND_NO","CTCB_AC_CODE","PERIOD_MIN","CLEAR_DATE","UWCB_FUND_NO","UWCB_AC_CODE","IS_EC_PERIODIC","EC_PERIOD_MIN","EC_MIN_AMOUNT","CUSTODIAN_BANK_NO","TW_RATE","VARIABLE_MF","NAV_DECIMAL","EMP_NO","LAST_MODIFIED","AREA_TYPE","IS_MAX_SHARE","BANK_NO","BRANCH_NO","CURRENCY_NO","FUND_TYPE2","OFFERING_TYPE","AMT_DECIMAL","SHARE_DECIMAL","MIN_RED_SHARE","MIN_BAL_SHARE","PUR_CUT_OFF","RED_CUT_OFF","CALENDAR_CODE","FUND_CATEGORY","SHARE_CLASS","ISIN_CODE","AMC_NO","RED_NAV_DAY","MIN_BAL_AMOUNT","EC_DIFF","EC_DEDUCTION","EC_REMITTANCE","EC_ATM","DEXIA_CODE","FEE_RATE","RESET_PERIOD","EARLY_RED_MIN_DAYS","EARLY_RED_FEE_RATE","IS_PERFORMANCE_FEE","ANNUALIZED_ROI","ROUNDING_SHARE","T0_CODE","HSBC_CODE","MIN_INITIAL_PURCHASE","MIN_RED_AMOUNT","PUR_NAV_DAY","IS_EC_PURCHASE","IS_EC_REDEMPTION","EC_PUR_CUT_OFF","EC_RED_CUT_OFF","LAUNCH_DATE","INVESTMENT_LINK","DIVIDEND_FREQ","AC_NAME","TX_CALENDAR_CODE","MIN_INITIAL_PURCHASE_NTD","MIN_AMOUNT_NTD","PERIOD_MIN_NTD","MIN_RED_AMOUNT_NTD","MIN_BAL_AMOUNT_NTD","EC_PERIOD_MIN_NTD","EC_MIN_AMOUNT_NTD","REDEMPTION_RULE","IS_EC_SWITCH_IN","IS_WIRE_FEE","RISK_CATEGORY","CORE_SATELLITE","TDCC_CODE","END_COLLECTION_DATE","SITCA_FUND_TYPE","ELIMINATION_DATE","EC_RSP_NEW","EC_RSP_UPDATE","FUND_GROUP","DIVIDEND_RATE","DIVIDEND_MIN","RSP_CHANGE","FAX_PUR_CUT_OFF","FUND_SET","TSCD_NAV_UPLOAD_TYPE","FUND_MASTER_NO","DIVIDEND_DESC","GLOBAL_CURRENCY","HEDGING_TYPE","CREATED_BY","CREATION_DATE","REVIEWED_BY","REVIEW_DATE","STATUS","IS_EC_DRSP","EC_DRSP_NEW","EC_DRSP_UPDATE","RED_BANK_NO","RED_BRANCH_NO","RED_AC_CODE","DIVIDEND_BANK_NO","DIVIDEND_BRANCH_NO","DIVIDEND_AC_CODE","BANK_WIRE_FEE","IS_TDCC","TDCC_DEBIT_CUT_OFF","TDCC_REMIT_CUT_OFF","TDCC_RED_CUT_OFF","SUBTA_NO","NTD_RSP_RANGE","ORG_RSP_RANGE","INVESTMENT_TYPE","SERVICE_CHARGE_TYPE","DUE_EXCHANGE_TYPE","DUE_EXCHANGE_FUND","BEL_BASE","BEL_YEAR","BEL_EXG_DAY","SALES_DATE","OPERATION_FEE_RATE","MATURITY_DATE","IS_PURCHASE","RECEIPT_FREQ","RECEIPT_CALENDAR_CODE","RECEIPT_DAY","PUR_DISCOUNT","SF_RATE","CF_RATE","OF_RATE","SALES_TYPE","IS_MAX_SHARE_RATE1","IS_MAX_SHARE_RATE2","REGISTRATION","IS_ROBO"
"D18","瀚亞美國高科技基金A類型-新臺幣","瀚亞美國高科技基金A新臺幣","E",250000000,2002-06-17 00:00:00,"第一商業銀行信託部","10","01","8888888018",5,"Y","",2026-01-27 00:00:00,2026-01-28 00:00:00,2008-03-26 00:00:00,345,200522,124035,"P",2002-09-16 00:00:00,0.0175,"Y","N",1,"Y","Y",18,"Eastspring Investments US High Tech Fund A TWD","美國高科技A臺","林建忠先生","2382-0511",3000,7,"","","14692623A","","",3000,,"34509","015016020912","Y",3000,3000,"007",0.0175,"N",2,"A00907",2025-06-05 17:17:32,"AM","Y","007","0937","NTD","E9","1",0,1,0,300,1900-01-01 16:00:00,1900-01-01 16:00:00,"UE","1","A","TW000T0718Y4","01",0,,0,"Y","N","N","",,,7,0.001,"N","N","O","4F0DIO02","",3000,,0,"Y","Y",2000-01-01 16:00:00,1900-01-01 16:00:00,2002-05-09 00:00:00,"Y","N","瀚亞美國高科技基金專戶","UE",3000,3000,3000,,,3000,3000,"C","Y","Y","RR4","S","T0718Y",2002-05-23 00:00:00,"AA2",,"Y","Y","NM",,,"Y",1900-01-01 11:00:00,"05","N","D18","","","N","",2016-06-15 18:02:25,"A01096",2025-06-06 11:31:41,"R","Y","Y","Y","007","","09310114611","","","",,"N",,,,"01",1000,1000,"E","1","N","","3",0,,2002-05-09 00:00:00,0,,"Y","","",,,0.0028,0,0,"0",0.6,0.7,"TW","N"
